property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,independent,sector 48,8.4,25926,4,4,3,2,Old Property,3240.0,0,1,0,1,0,2,15
flat,puri emerald bay,sector 104,2.65,15006,3,4,3,15,Relatively New,2090.0,0,1,0,0,0,2,174
flat,birla navya,sector 63a,3.7,15417,3,3,3+,1,Under Construction,2667.0,0,0,0,0,0,0,72
house,independent,sector 105,0.38,8444,2,2,2,1,Moderately Old,56.0,0,0,0,0,0,0,0
flat,vatika sovereign park,sector 99,3.25,9673,4,4,3+,2,New Property,3041.0,0,1,0,0,0,0,123
flat,puri emerald bay,sector 104,2.3,9388,3,4,3+,10,Moderately Old,2217.0,0,1,0,0,0,0,101
flat,ramprastha skyz,sector 37d,1.2,6000,3,2,1,9,Under Construction,1900.0,0,1,0,0,1,0,53
flat,unitech uniworld gardens,sector 47,2.4,11505,3,3,3+,10,Moderately Old,1888.0,0,1,0,0,0,2,120
flat,surya vihar rwa,sector 21,1.3,6500,5,5,2,2,Old Property,2400.0,1,1,1,0,0,2,42
flat,bptp terra,sector 37d,1.79,8981,4,3,3,15,Relatively New,1808.0,0,0,0,0,1,2,37
flat,dlf the arbour,sector 63,7.52,18999,4,4,3,15,New Property,3956.0,0,0,0,0,0,0,61
flat,dlf carlton estate,sector 43,2.1,15419,3,3,1,2,Old Property,1233.0,0,0,1,0,0,2,88
flat,pivotal devaan,sector 84,0.35,7277,2,2,1,10,Relatively New,531.0,0,0,1,0,0,0,103
house,independent,sector 57,3.5,21605,4,4,3+,3,Old Property,1620.0,0,0,1,0,0,2,67
flat,smart world gems,sector 89,0.9,8145,2,2,2,1,New Property,1105.0,0,0,0,0,0,0,45
house,independent,sector 11,1.8,8079,8,5,2,1,Moderately Old,2476.0,0,0,0,0,0,0,0
flat,vatika sovereign next,sector 82a,3.85,7500,5,6,3+,6,New Property,5711.0,0,1,0,1,0,0,148
house,independent,sector 39,7.0,10000,10,11,3+,4,Relatively New,7000.0,0,0,0,1,0,2,38
flat,dlf new town heights,sector 91,1.65,6346,4,4,3+,11,Moderately Old,2139.0,0,1,0,0,0,0,72
flat,whiteland blissville,sector 76,1.92,11794,3,3,2,3,Under Construction,1628.0,0,0,0,0,0,0,61
flat,dlf new town heights,sector 90,1.99,7297,4,4,3+,9,Relatively New,3030.0,0,1,0,1,0,2,102
house,independent,sector 12,1.2,14184,2,4,2,2,Relatively New,846.0,0,0,0,1,0,2,7
flat,signature global park,sohna road,0.65,7295,2,2,3,1,New Property,822.0,0,0,0,0,0,0,58
flat,paras dews,sector 106,2.1,8917,4,6,3+,6,Relatively New,2131.0,0,1,0,0,1,0,60
house,independent,sector 9,1.1,6111,4,3,1,2,Old Property,200.0,0,0,0,0,0,0,0
flat,m3m woodshire,sector 107,0.94,6881,2,2,3+,1,Moderately Old,1236.0,0,0,0,0,0,0,113
flat,tulip violet,sector 69,1.28,8112,3,3,2,12,Relatively New,1428.0,0,0,0,1,0,2,49
flat,ramprastha the atrium,sector 37d,1.0,7782,3,3,2,4,Relatively New,1163.0,0,0,0,0,0,0,13
flat,indiabulls enigma,sector 110,3.25,9559,4,4,3,11,Relatively New,3077.0,0,1,0,0,1,0,125
flat,m3m skywalk,sector 74,2.25,13636,3,3,2,9,Relatively New,1938.0,0,1,0,0,0,2,174
flat,bestech park view residency,sector 2,1.26,8051,2,2,3,7,Moderately Old,1416.0,1,0,0,0,0,0,84
flat,shree vardhman victoria,sector 70,1.65,8462,3,4,3,1,Relatively New,1586.0,0,1,0,0,0,1,167
flat,gls arawali homes,sohna road,0.35,7000,2,2,2,5,Relatively New,556.0,0,0,0,0,0,0,30
flat,vatika the seven lamps,sector 82,1.37,8754,3,3,3,11,Relatively New,2000.0,1,1,0,1,0,2,145
flat,mvn athens,sohna road,0.26,5394,2,2,1,2,Relatively New,535.0,0,0,0,0,0,0,37
flat,ats kocoon,sector 109,2.2,10501,3,4,3,13,Relatively New,1860.0,0,1,0,0,0,0,165
flat,m3m the marina,sector 68,1.0,12500,2,2,3,21,Relatively New,889.0,0,0,0,0,0,0,31
flat,emaar gurgaon greens,sector 102,1.54,9333,3,3,3,12,Relatively New,1315.0,0,1,0,0,0,0,61
house,independent,sector 31,3.5,24155,4,3,3,2,Moderately Old,1449.0,0,0,1,0,0,2,81
flat,experion windchants,sector 112,5.6,11530,4,6,3+,15,Moderately Old,3662.34,0,1,0,0,0,2,157
flat,adani brahma samsara vilasa,sector 63,4.49,14254,4,4,3+,3,New Property,3150.0,0,0,0,0,0,2,96
flat,dlf regal gardens,sector 90,1.25,5930,3,3,3,18,Relatively New,1557.0,0,0,0,0,1,0,72
flat,shree vardhman flora,sector 90,0.65,4815,2,2,3,6,Relatively New,1222.0,1,0,0,0,0,0,174
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17730,3,3,3+,1,Relatively New,1456.0,0,0,1,0,0,0,139
house,Unitech Uniworld Resorts,sector 33,11.5,24573,5,6,3+,4,Relatively New,4680.0,0,1,0,0,0,0,84
flat,central park flower valley,sector 33,2.5,13270,3,3,2,1,New Property,2093.0,0,0,0,0,0,0,66
flat,shree vardhman victoria,sector 70,1.66,14249,3,5,3,8,Relatively New,1527.0,0,1,0,0,0,0,108
flat,tulip violet,sector 69,3.1,9823,4,6,3+,14,Relatively New,2817.0,0,1,0,1,0,0,174
flat,dlf new town heights,sector 90,1.55,6557,4,4,3+,1,Relatively New,2139.0,0,1,0,1,0,0,81
flat,puri emerald bay,sector 104,1.8,8824,2,3,3,23,New Property,1538.0,0,1,0,0,0,0,36
flat,pyramid urban homes 2,sector 86,0.5,9690,2,2,2,6,Old Property,573.0,0,0,0,0,0,0,15
flat,ss the coralwood,sector 84,1.05,6774,3,3,3,6,Relatively New,1610.0,0,0,0,0,1,0,129
flat,m3m heights,sector 65,1.9,13991,2,2,2,40,Relatively New,1358.0,0,0,0,0,0,0,48
flat,mapsko royale ville,sector 110,0.99,5531,3,4,2,14,New Property,1620.0,0,1,0,0,0,0,95
house,independent,sector 108,1.34,5000,1,1,0,1,Relatively New,2680.0,0,0,0,0,0,0,0
flat,vatika the seven lamps,sector 82,1.39,6411,3,3,3+,11,Relatively New,1955.0,1,1,0,0,0,2,117
flat,the pearl apartmen,sector 15,0.43,5584,2,2,1,2,Relatively New,856.0,0,0,0,0,0,2,28
flat,m3m merlin,sector 67,3.4,14419,3,4,3,15,Relatively New,2123.0,0,1,0,0,0,2,110
house,independent,sector 26,6.75,27778,3,3,3,2,Moderately Old,2430.0,0,0,0,0,0,0,27
house,independent,sector 41,9.0,27778,8,5,3+,3,Old Property,3240.0,0,1,1,1,0,2,26
flat,m3m soulitude,sector 89,1.3,8701,3,3,2,1,New Property,1179.0,0,0,0,0,1,0,45
flat,smart world orchard,sector 61,2.41,14785,3,3,3,2,New Property,1630.0,0,0,0,0,0,0,61
flat,tulip violet,sector 69,1.43,8888,3,3,2,1,Relatively New,1455.0,0,0,0,1,0,0,86
flat,paras dews,sector 106,1.34,9551,4,5,3+,7,Relatively New,1535.0,0,1,0,0,0,0,49
flat,shree vardhman victoria,sector 70,1.6,8205,3,5,3,6,Relatively New,2167.0,0,1,0,0,0,0,174
flat,ireo victory valley,sector 67,3.05,12650,3,3,3+,21,Relatively New,2029.0,0,1,0,0,0,2,157
flat,kiran residency,sector 56,1.55,6889,3,3,3+,5,Moderately Old,1900.0,0,1,0,1,0,2,92
flat,hcbs sports ville,sohna road,0.38,5067,2,2,2,9,Relatively New,750.0,0,0,0,0,0,0,0
house,independent,sector 4,1.9,8444,4,3,2,2,Moderately Old,211.0,0,0,1,1,0,2,46
flat,signature global synera,sector 81,0.39,6500,2,2,2,6,Relatively New,667.0,0,0,0,0,0,0,37
flat,om appartments,sector 3 phase 2,0.4,4444,3,2,1,3,Relatively New,1000.0,0,0,0,0,0,0,7
house,independent,sector 43,5.3,27390,3,9,3+,3,Moderately Old,1935.0,0,1,0,0,0,2,71
flat,pyramid elite,sector 86,0.45,7745,2,2,1,4,New Property,646.0,0,0,0,0,0,0,66
house,Ireo Victory Valley4.1 ?,sector 67,8.0,22222,6,7,3+,51,Moderately Old,3600.0,1,1,0,1,0,2,49
flat,godrej summit,sector 104,0.75,5910,2,2,3,6,Relatively New,1148.0,0,0,0,0,1,0,79
house,rattan vihar rajendra park,dwarka expressway,0.85,14167,1,5,3+,4,New Property,600.0,0,0,0,0,0,0,0
flat,antriksh heights,sector 84,0.84,4870,3,3,3+,8,New Property,1561.0,0,0,0,1,0,0,60
flat,signature the roselia,sector 95,0.48,7164,2,2,2,6,Relatively New,744.0,0,0,0,0,0,0,16
flat,raheja atharva,sector 109,2.2,9491,3,3,2,7,Moderately Old,2576.0,0,1,0,0,0,2,111
flat,orris aster court,sector 85,0.67,5826,2,2,2,5,Relatively New,1250.0,0,0,0,0,1,2,174
flat,signature global orchard avenue,sector 93,0.85,14238,2,2,0,10,Relatively New,597.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,2.1,7468,4,4,3,7,Relatively New,2600.0,1,1,0,1,0,0,49
house,independent,sector 4,0.7,6648,3,3,0,1,Moderately Old,117.0,0,0,0,0,0,0,0
flat,assotech blith,sector 99,0.82,6007,2,2,3,0,New Property,1365.0,0,0,0,0,0,0,51
flat,ats tourmaline,sector 109,2.25,8704,3,4,3,14,Relatively New,2339.0,0,1,0,0,0,0,101
flat,ireo skyon,sector 60,2.12,15531,2,2,2,2,Relatively New,1350.0,0,0,0,1,0,2,174
house,Palam Vihar Extension West Zone RWA,sector 2,0.65,5778,2,2,1,1,Moderately Old,1125.0,0,0,1,0,0,0,23
flat,trisara our homes 3,sohna road,0.35,5564,2,2,1,2,New Property,699.0,0,0,0,0,0,0,74
flat,imperia the esfera,sector 37c,1.4,5385,4,5,3,9,Relatively New,2343.0,1,1,0,1,1,0,49
flat,smart world gems,sector 89,0.97,8794,2,2,3+,2,New Property,1103.0,0,0,0,0,0,0,49
flat,m3m soulitude,sector 89,1.33,16986,3,3,3,4,New Property,1423.0,1,0,0,0,0,0,125
flat,bestech park view ananda,sector 81,1.45,8011,3,3,3,8,Relatively New,1650.0,0,0,0,0,1,2,128
house,Tulip Yellow,sector 69,2.95,16389,4,3,2,3,New Property,1800.0,0,0,0,1,1,1,111
flat,aipl club residences,sector 70a,0.95,10215,2,2,1,11,New Property,930.0,0,0,0,0,0,2,103
flat,godrej oasis,sector 88a,1.0,6897,2,2,3,7,Relatively New,1611.0,1,0,0,0,0,0,72
flat,dlf the skycourt,sector 86,1.56,8087,3,4,3+,17,Relatively New,1580.0,0,0,1,0,0,0,174
flat,jmd gardens,sector 33,3.25,7509,4,4,3+,17,Old Property,4809.0,0,1,0,0,0,2,130
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707,2,2,1,0,Relatively New,944.0,0,0,0,0,0,0,46
flat,ramprastha primera,sector 37d,1.08,6000,3,3,3,9,Relatively New,1700.0,0,0,0,0,0,0,158
flat,raheja vedaanta,sector 108,1.0,4854,2,2,2,0,Relatively New,2060.0,0,0,0,0,0,0,0
house,independent,sector 7,1.55,13889,2,2,2,1,Moderately Old,1080.0,0,0,0,0,0,2,52
flat,ss the leaf,sector 85,2.15,8929,3,5,3,2,New Property,2179.0,0,0,0,0,0,0,53
flat,lig flat,sector 40,1.5,5556,1,1,0,0,Moderately Old,300.0,0,0,0,0,0,0,0
house,DLF City Plots,sector 26,13.5,29880,5,5,2,2,Moderately Old,4518.0,1,1,0,0,1,2,104
flat,smart world orchard,sector 61,1.47,12783,2,2,2,4,New Property,1278.0,1,0,0,0,0,0,31
flat,senate court,sector 62,0.9,14085,1,1,0,0,Relatively New,639.0,0,0,0,0,0,0,0
flat,sare green parc phase 3,sector 92,1.1,6875,4,3,2,12,New Property,1778.0,0,0,0,0,0,0,15
flat,godrej summit,sector 104,1.05,5833,3,4,3+,7,Relatively New,2000.0,0,1,0,0,0,2,96
house,Vipul Tatvam Villa,sector 48,18.5,26429,4,4,1,1,Moderately Old,7000.0,0,0,0,0,0,0,30
flat,apex builders,sector 37c,0.42,5600,2,2,2,4,Relatively New,833.0,0,0,0,0,0,0,42
flat,sare green parc 2,sector 92,1.07,5245,4,3,3,10,Under Construction,2040.0,1,1,0,0,0,0,86
flat,signature global the millennia,sector 37d,0.6,9231,2,2,3,7,New Property,625.0,0,0,0,0,0,0,35
flat,zara aavaas,sector 104,0.49,6577,3,2,2,7,Under Construction,695.0,0,0,0,0,0,0,74
flat,adarsh nagar,sector 12,0.65,6190,3,3,1,1,New Property,1167.0,0,0,0,0,0,2,42
flat,tulip violet,sector 69,1.4,8929,3,3,1,12,Relatively New,1419.0,0,0,0,0,0,0,157
flat,breez global hill view,sohna road,0.35,6318,2,2,2,14,New Property,616.0,0,0,0,0,0,0,53
flat,bhemerlei,sohna road road,0.69,5100,2,2,2,3,Under Construction,1350.0,0,0,0,0,0,0,0
house,independent,sector 4,0.47,8007,2,1,1,1,Moderately Old,624.0,0,0,1,0,0,0,0
flat,south city 1 floors,sector 41,3.4,11724,4,4,3,0,Old Property,2900.0,0,0,0,0,0,0,0
flat,ashiana anmol,sector 33,1.1,8627,2,2,2,4,New Property,1275.0,0,0,0,0,0,0,0
flat,dlf park place,sector 54,4.86,25920,3,4,3+,7,Relatively New,1875.0,0,1,0,0,0,2,49
flat,mapsko mount ville,sector 79,1.3,8725,3,3,3,19,Relatively New,1176.0,0,0,1,0,0,2,102
flat,the nav manesar apartment,sector 1,0.85,3953,3,3,3+,5,Moderately Old,1946.0,0,1,0,0,0,0,5
flat,smart world gems,sector 89,0.95,8903,2,2,2,1,New Property,804.0,1,0,0,0,0,0,122
flat,conscient habitat,sector 99a,0.35,6422,2,2,1,3,Relatively New,606.0,0,0,0,0,0,0,62
house,independent,sector 7,8.0,22222,4,5,3+,1,Old Property,3600.0,1,1,0,1,0,0,31
house,independent,sector 7,2.0,13889,2,2,2,2,Old Property,1440.0,0,0,0,0,0,0,22
flat,m3m golfestate,sector 65,6.1,18139,3,3,3,19,Moderately Old,3027.0,1,1,0,0,0,2,174
flat,shree vardhman victoria,sector 70,1.8,9231,3,5,3,0,New Property,2167.0,0,0,0,0,0,0,72
flat,la vida by tata housing,sector 113,3.0,14286,3,3,3+,3,Relatively New,2460.0,0,1,0,0,0,0,167
flat,godrej nature plus,sector 33,1.65,8267,3,3,3,2,Under Construction,2218.0,0,1,0,0,0,0,37
house,independent,sector 39,1.8,21871,1,1,2,3,Relatively New,800.0,0,0,0,0,0,0,0
house,independent,sector 26,20.0,44444,5,7,3+,3,Relatively New,4500.0,0,1,0,1,0,1,97
flat,m3m woodshire,sector 107,1.4,5930,3,4,3+,6,Relatively New,2137.0,0,1,0,0,0,0,117
flat,supertech hues,sector 68,1.0,8475,2,2,2,12,New Property,1311.0,0,0,0,0,0,0,54
flat,sare crescent parc,sector 92,0.49,4910,2,2,2,2,Relatively New,1109.0,0,0,0,0,0,0,96
flat,orris aster court premier,sector 85,1.38,6509,3,4,2,6,Relatively New,1616.0,0,1,0,0,0,0,76
flat,eldeco accolade,sohna road,0.87,5963,2,2,3+,10,Relatively New,1131.0,1,0,0,0,0,0,72
flat,tulip purple,sector 69,1.8,9000,4,5,3+,4,Relatively New,2200.0,0,1,0,0,0,0,165
flat,ss the leaf,sector 85,1.25,7180,2,2,2,16,Relatively New,1934.0,0,0,0,0,0,2,49
flat,vatika sovereign park,sector 99,2.45,8813,3,4,3,1,New Property,2516.0,0,1,0,0,0,2,165
house,independent,sector 67,3.0,11905,4,4,0,3,Moderately Old,2800.0,0,0,0,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,2.24,13576,3,3,3,2,Relatively New,1833.0,1,1,0,0,0,0,46
house,independent,sohna road road,6.25,6944,3,3,0,1,Moderately Old,9000.0,0,0,0,0,0,0,0
flat,m3m heights,sector 65,1.95,15997,2,2,3,16,Under Construction,1141.0,0,0,0,0,0,0,44
flat,godrej,sector 79,2.0,8453,3,4,3+,2,Relatively New,2629.0,0,1,0,0,0,2,156
flat,ss the leaf,sector 85,2.13,7575,4,4,3,6,Relatively New,2600.0,0,0,0,0,0,0,49
flat,sukhshanti apartment,sector 56,1.65,7006,3,3,3+,5,Moderately Old,2131.0,1,0,0,0,0,2,134
house,independent,sector 26,18.25,18250,7,9,3+,4,Relatively New,11111.0,1,1,1,1,0,2,77
flat,m3m golfestate,sector 65,6.15,15999,3,5,3+,1,Relatively New,4271.0,0,1,0,0,0,1,49
flat,ireo the corridors,sector 67a,2.08,12044,3,3,2,6,Under Construction,1563.0,0,0,0,0,1,0,55
flat,alpha corp gurgaonone,sector 84,1.49,7590,3,3,3,6,Relatively New,1833.0,0,1,0,0,0,0,28
flat,bestech park view grand spa,sector 81,4.0,9524,4,5,3+,15,Relatively New,3801.0,0,1,0,0,0,2,127
house,independent,sector 105,1.15,3285,3,2,1,1,Moderately Old,3889.0,0,0,0,0,0,0,0
flat,m3m capital,sector 113,3.25,14143,4,4,3+,34,Under Construction,2553.0,1,1,0,1,0,0,115
flat,m3m merlin,sector 67,2.98,14558,3,3,3,0,Relatively New,2047.0,0,0,0,0,1,2,49
flat,mapsko mount ville,sector 79,1.3,8025,3,3,3+,1,Relatively New,1213.0,0,0,0,0,0,2,140
house,independent,sector 4,1.1,6111,4,4,3+,2,Old Property,1800.0,0,0,0,0,0,0,7
flat,shree vardhman flora,sector 90,0.96,5120,3,4,3,3,New Property,1697.0,0,1,0,0,0,0,106
flat,gls arawali homes,sohna road,0.35,6076,2,2,2,12,New Property,521.0,0,0,0,0,0,0,42
flat,m3m sierra 68,sector 68,1.25,10246,2,2,3,4,New Property,938.0,0,0,0,0,0,0,44
house,independent,sector 49,4.5,15625,8,8,3,3,Moderately Old,2880.0,1,1,1,1,0,1,151
flat,m3m merlin,sector 67,3.4,14419,3,4,3,16,Relatively New,2016.0,0,1,0,0,0,2,174
flat,rof ananda,sector 95,0.26,6842,1,1,1,8,New Property,422.0,0,0,0,0,0,0,49
flat,la vida by tata housing,sector 113,1.32,10345,2,2,2,3,Relatively New,1199.0,0,0,0,0,0,0,49
house,SS Aaron Ville,sector 49,6.5,18808,5,5,2,2,Relatively New,3456.0,1,1,0,1,0,2,28
house,DLF City Plots Phase 2,sector 25,15.5,34307,5,6,3+,3,Moderately Old,4518.0,1,1,1,1,0,0,144
house,independent,sector 23,2.7,18621,5,5,2,3,Old Property,1450.0,0,0,0,0,0,2,17
house,independent,sector 9,1.65,18333,2,3,0,3,Old Property,900.0,0,0,0,0,0,0,0
flat,m3m sky lofts,sector 71,1.0,11494,1,1,1,9,Moderately Old,869.0,0,0,0,0,0,0,77
flat,sare petioles,sector 92,1.25,6098,3,3,3,18,New Property,2278.0,0,1,0,0,0,0,44
flat,bestech park view spa next,sector 67,2.72,11574,4,4,3+,0,Relatively New,2250.0,0,1,0,1,0,2,128
house,HUDA Ashok Vihar Phase 13.9 ?,sector 4,0.7,10234,3,2,1,2,New Property,684.0,1,0,0,0,0,0,7
flat,ireo skyon,sector 60,2.82,12818,3,3,3,2,Relatively New,2400.0,0,1,0,0,0,2,174
flat,ambience creacions,sector 22,4.63,14984,3,5,3+,5,New Property,2796.0,0,1,0,0,1,0,120
flat,signature global solera,sector 107,0.28,5680,2,2,2,11,Relatively New,543.0,0,0,0,0,0,0,29
flat,signature global city 63a,sector 63a,1.55,14776,2,2,2,2,Under Construction,1167.0,0,0,0,0,0,0,0
flat,m3m merlin,sector 67,3.0,14656,3,3,3+,4,Relatively New,2047.0,0,0,1,0,0,2,174
flat,sushant lok 1 builder floors,sector 43,2.5,12920,3,3,2,2,New Property,195.0,0,0,0,0,0,0,0
flat,emaar emerald hills,sector 65,1.95,13929,3,3,3+,1,New Property,1556.0,0,0,1,0,0,2,117
flat,siddhartha apartment,sector 95,1.1,4327,4,3,3,9,Relatively New,2824.0,0,1,0,0,1,0,22
flat,sare crescent parc royal greens phase 1,sector 92,0.95,5008,4,5,3+,4,Moderately Old,1717.0,0,1,0,0,0,0,37
flat,emaar imperial gardens,sector 102,2.05,9875,3,4,3+,14,Relatively New,2250.0,0,1,0,0,0,0,116
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,10529,3,3,3,10,Relatively New,1676.0,0,0,0,0,0,0,59
house,Ardee City3.8 ?,sector 52,2.25,16071,3,3,3,4,New Property,1800.0,0,1,0,0,0,2,22
flat,supertech hues,sector 68,1.0,8475,2,2,3,23,New Property,1311.0,0,0,0,0,0,0,49
flat,sobha city,sector 108,3.95,16859,3,5,2,15,New Property,2343.0,0,1,0,0,0,0,118
flat,bestech park view residency,sector 2,0.56,8629,1,1,2,6,Moderately Old,723.0,0,0,0,0,0,0,77
house,independent,sector 43,1.9,3909,3,3,3+,3,Old Property,60.0,0,0,0,0,0,1,0
house,independent,sector 13,1.5,10519,2,2,2,3,Old Property,1426.0,1,0,0,1,0,0,7
flat,antriksh heights,sector 84,0.73,6083,2,2,3+,4,Relatively New,1026.0,1,0,1,1,0,0,158
flat,tata primanti,sector 72,3.5,11427,4,5,3+,10,Relatively New,2625.0,0,1,0,0,1,0,38
flat,ansal heights 86,sector 86,1.05,5541,3,3,3,9,Under Construction,1715.0,0,1,0,0,0,0,0
house,nul,sector 25,9.5,33404,9,9,3+,3,Old Property,2844.0,0,0,0,0,1,0,81
flat,godrej frontier,sector 80,1.4,6189,3,4,2,10,Moderately Old,1854.0,0,0,1,1,0,0,111
flat,dlf the ultima,sector 81,2.3,14375,3,4,3+,18,Relatively New,1854.0,0,1,0,0,0,1,174
house,International City by SOBHA Phase 2,sector 109,6.5,12037,4,4,3+,1,New Property,5400.0,0,1,0,0,0,2,160
flat,supertech hues,sector 68,0.93,8611,2,2,2,11,New Property,1200.0,0,0,0,0,0,0,0
house,DLF City Plot Phase 4,sector 28,13.0,17931,10,10,3+,1,Relatively New,8056.0,0,0,0,0,0,0,0
flat,godrej summit,sector 104,1.35,5000,4,5,3+,0,Relatively New,3000.0,1,1,1,1,0,0,112
flat,vatika sovereign next sector-82 a gurgaon,sector 82a,2.91,6700,4,4,3,6,Under Construction,3902.0,1,1,1,0,0,2,79
flat,sare petioles,sector 92,1.3,6373,4,4,0,7,Relatively New,2040.0,0,0,0,0,0,0,0
house,independent,sector 46,3.55,24500,5,4,3+,3,Moderately Old,1449.0,0,1,0,0,0,2,73
flat,umang winter hills,sector 77,1.1,5296,3,4,3+,9,Relatively New,1829.0,0,1,0,0,0,0,49
flat,shree vardhman flora,sector 90,1.27,4951,4,5,2,9,New Property,2248.0,1,1,0,0,0,0,83
house,International City by Sobha Phase 1,sector 109,6.0,24691,4,5,3+,2,Relatively New,2430.0,0,1,0,0,0,2,96
flat,ats triumph,sector 104,2.3,10000,3,4,3+,15,New Property,2544.0,0,1,0,0,0,0,117
flat,sukhshanti apartment,sector 56,1.7,7727,3,3,3,4,Moderately Old,2200.0,1,0,0,0,0,0,49
flat,proxima tower,sector 37c,0.6,4601,2,2,3,5,Under Construction,1180.0,1,0,0,1,0,0,55
flat,bestech park view ananda,sector 81,0.88,8044,2,2,3,8,Relatively New,1223.0,1,0,0,0,0,2,95
flat,supertech araville,sector 79,0.8,6178,2,2,3+,9,New Property,1172.0,0,0,0,0,1,0,24
flat,ramsons kshitij,sector 95,0.28,3651,2,2,2,5,New Property,694.0,0,0,0,0,1,0,0
house,Vipul Tatvam Villa,sector 48,7.25,27971,3,4,2,2,Moderately Old,2592.0,1,1,1,1,0,2,115
flat,bestech park view sanskruti,sector 92,1.55,7769,3,4,3,8,Relatively New,1805.0,0,1,0,0,0,0,49
flat,green court,new,0.38,5507,2,2,1,7,Under Construction,767.0,0,0,0,0,0,0,35
house,independent,sector 17,3.0,11111,4,4,0,1,Old Property,3000.0,0,0,0,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20665,2,2,2,14,New Property,1145.0,0,0,0,0,0,0,152
flat,ramprastha skyz,sector 37d,1.1,6377,3,3,3+,7,New Property,1561.0,0,0,0,0,0,0,109
flat,godrej summit,sector 104,1.3,9028,3,2,3+,16,Relatively New,1303.0,1,0,1,1,0,2,0
house,independent,sector 55,3.55,24500,4,4,3+,2,Old Property,1449.0,0,0,0,0,0,2,27
flat,emaar mgf emerald floors premier,sector 65,3.5,17722,4,4,3,4,Relatively New,1975.0,0,1,0,0,0,0,114
flat,brisk lumbini terrace homes,sector 109,1.5,6617,3,3,1,4,New Property,2519.0,0,1,0,0,0,0,37
flat,emaar palm gardens,sector 83,1.75,9211,3,3,3,6,Relatively New,1549.0,0,1,0,0,0,2,105
flat,tulip violet,sector 69,1.4,8838,3,3,2,1,Relatively New,1428.0,0,0,0,0,0,0,95
flat,bestech park view city,sector 48,2.65,10323,4,4,3+,11,Moderately Old,2134.0,1,1,0,0,0,2,174
flat,ireo the grand arch,sector 58,4.85,16934,4,5,3,23,Relatively New,3182.0,1,1,0,1,1,2,49
flat,ss the leaf,sector 85,1.22,13319,2,2,3,16,Relatively New,1300.0,0,0,1,0,0,0,81
flat,godrej,sector 79,1.12,7147,2,2,3,6,Relatively New,1325.0,1,0,0,0,0,0,49
flat,m3m heights,sector 65,2.86,13999,3,3,3,45,New Property,2267.0,0,1,0,0,0,0,48
flat,suncity vatsal valley,gwal pahari,1.38,9650,3,3,2,1,Relatively New,1294.0,0,0,0,0,0,2,151
flat,tata gurgaon gateway,sector 113,2.45,10788,3,3,3,8,Relatively New,2014.0,0,0,0,0,0,0,110
house,independent,sector 43,5.25,27132,4,4,2,2,Old Property,1935.0,1,1,0,0,0,2,80
flat,ireo uptown,sector 66,4.85,12999,4,4,3+,15,Relatively New,3500.0,1,1,1,1,0,2,156
flat,godrej oasis,sector 88a,2.65,16751,3,3,3+,10,New Property,1582.0,0,0,0,0,0,0,110
flat,sare crescent parc,sector 92,0.82,5384,3,3,3+,12,Relatively New,1523.0,0,0,0,0,0,0,0
flat,rof ananda,sector 95,0.32,5735,2,2,1,10,Relatively New,610.0,0,0,0,1,0,2,50
flat,dlf the ultima,sector 81,2.2,10476,3,4,3+,17,Relatively New,1900.0,0,1,0,0,0,1,49
flat,ireo victory valley,sector 67,3.49,12998,3,3,3,19,Relatively New,2724.0,0,1,0,0,0,0,103
flat,smart world orchard,sector 61,1.7,15179,2,2,2,4,Under Construction,1244.0,1,0,0,0,0,0,127
flat,ireo the corridors,sector 67a,1.5,11111,2,2,2,10,Relatively New,1500.0,0,0,1,0,0,2,38
flat,la vida by tata housing,sector 113,3.35,16750,3,4,3+,12,New Property,2200.0,1,1,0,0,0,0,174
flat,m3m sierra 68,sector 68,1.08,8675,2,2,3,1,Relatively New,1130.0,0,0,0,0,0,2,149
flat,ss the leaf,sector 85,1.58,7715,3,4,3,8,Relatively New,2227.0,0,1,0,0,0,0,159
flat,tulsiani easy in homes,sohna road,0.4,6723,2,2,3,12,New Property,661.0,0,0,0,0,0,0,36
flat,corona optus,sector 37c,1.4,7035,3,3,3+,4,Relatively New,1890.0,0,1,0,0,0,0,149
flat,emaar gurgaon greens,sector 102,1.4,8485,3,3,3,9,Relatively New,1413.0,0,1,0,0,0,0,49
flat,godrej,sector 79,1.93,8532,3,4,3+,5,Relatively New,2047.0,0,1,0,0,0,0,158
flat,paras dews,sector 106,1.25,7102,3,4,3+,5,Relatively New,1186.0,0,1,0,0,0,0,165
flat,ansal heights 86,sector 86,1.3,4666,4,6,2,11,New Property,2521.0,0,1,0,0,1,0,86
flat,emaar gurgaon greens,sector 102,1.55,9394,3,4,3,7,Relatively New,1315.0,0,1,0,0,0,2,152
flat,hcbs sports ville,sohna road,0.32,6166,2,2,2,2,New Property,577.0,0,0,0,0,0,0,37
